CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
14,LA GUAJIRA,681,MAICAO,COMBUSTIBLES J & P,P Y B,CALLE 16 No. 23 - 93 BARRIO EL CARMEN,BIODIESEL EXTRA,9800,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO LAS PILAS,TEXACO,CALLE 13 No. 53-44,BIODIESEL EXTRA,9290,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,988,IBAGUE,ESTACION DE SERVICIO MILENIUM GAS JARDIN,MOBIL,CARRERA 4C  No. 100-41,GASOLINA EXTRA OXIGENADA,11500,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,EL TRIUNFO PROYECTOS Y NEGOCIOS,ESSO,AVENIDA QUEBRADA SECA 30-25,GASOLINA CORRIENTE OXIGENADA,9226,A,07/18/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,ESTACION DE SERVICIO TERPEL PUERTA DE ORO,TERPEL,CARRERA 24 No. 30-58,GASOLINA EXTRA OXIGENADA,11720,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,852,CALARCA,ESTACION DE SERVICIO AUTOMOTRIZ BRIO PATIO BONITO,BIOMAX,PEAJE LA ESPAÑOLA EN EL AREA RURAL DE CALARCA,GASOLINA EXTRA OXIGENADA,12970,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,945,SAN GIL,ESTACION DE SERVICIO COTRASANGIL,MOBIL,CARRERA 11 No. 5 - 74,BIODIESEL EXTRA,8770,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,660,RIVERA,ESTACION DE SERVICIO AUTOMOTRIZ RIVERA,TERPEL,CALLE 4 No. 18-181,BIODIESEL EXTRA,9140,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO NQS 103,BIOMAX,AVENIDA CARRERA 9 No. 103-39,GASOLINA CORRIENTE OXIGENADA,9830,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,ESTACION DE SERVICIO PORVENIR ESTADIO,MOBIL,CALLE 12 No. 7-97 CHAPAL,KEROSENE,7900,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,199,MAGANGUE,ESTACION DE SERVICIO RIOMAG,PETROMIL,CARRERA 3 No. 34-76 VIA A YATI.,GASOLINA CORRIENTE OXIGENADA,9210,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,462,BUENAVISTA,EDS TERPEL FATIMA,TERPEL,R 25 TR 2513 PR 29 500 CTA TRONCAL OCCIDENTE VIA CAUCASIA_P RICA,GASOLINA EXTRA OXIGENADA,11672,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,121,SALGAR,SERVICENTRO  ZEUSS SALGAR,ZEUSS,SECTOR EL PUENTE RESTREPO VEREDA BELLAVISTA,GASOLINA EXTRA OXIGENADA,10140,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO HL LA FLORA,MOBIL,AVENIDA 2B No. 34N-10,GASOLINA EXTRA OXIGENADA,11990,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,390,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO EL PUENTE,BIOMAX,CARRERA 9 No. 4-05 SUR BARRIO JARDIN,GASOLINA CORRIENTE OXIGENADA,10390,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,390,SAN VICENTE DEL CAGUAN,ESTACION DE SERVICIO EL PUENTE,BIOMAX,CARRERA 9 No. 4-05 SUR BARRIO JARDIN,BIODIESEL EXTRA,9950,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,378,FLORENCIA,EDS EL CHORRO,MOBIL,CARRERA 10 CALLE 20 ESQUINA,GASOLINA CORRIENTE OXIGENADA,9890,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,483,SAN BERNARDO DEL VIENTO,ESTACION DE SERVICIO LA CRUZ DE MAYO,BIOMAX,KILOMETRO 1 SALIDA A LORICA,GASOLINA CORRIENTE OXIGENADA,9990,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,97,LA ESTRELLA,ESTACION DE SERVICIO TERPEL LA ISLA,TERPEL,CARRERA 50 No. 96 SUR - 48,BIODIESEL EXTRA,8810,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,835,PAMPLONA,ESTACION DE SERVICIO TROCO,COOMULPINORT,CALLE 8 No. 7-42,BIODIESEL EXTRA,6800,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,351,MANIZALES,ESTACION DE SERVICIO BOMBA DE OCCIDENTE,TERPEL,Km. 1 vía Arauca,GASOLINA CORRIENTE OXIGENADA,9650,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO SERVICENTRO ESSO EL SOCIEGO,MOBIL,Carrera 10 No. 27-05 Sur,BIODIESEL EXTRA,9060,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,EDS NUMAR VIA 40,TERPEL,CALLE 66 VIA 40 ESQUINA EN BARRANQUILLA,GASOLINA CORRIENTE OXIGENADA,9480,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,EDS TERPEL DOÑA MANUELA,TERPEL,TRANVERSAL 54 No. 41 D - 50,GASOLINA CORRIENTE OXIGENADA,9289,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1106,PUERTO ASIS,ESTACION DE SERVICIO SU CASA,TERPEL,Carrera 20 13-85,BIODIESEL EXTRA,9941,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
27,PUTUMAYO,1106,PUERTO ASIS,ESTACION DE SERVICIO SU CASA,TERPEL,Carrera 20 13-85,GASOLINA CORRIENTE OXIGENADA,10200,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO COUNTRY,MOBIL,AVENIDA 19 No. 127C-50,BIODIESEL EXTRA,9934,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,926,MALAGA,ESTACION COLUBE,TERPEL,CARRERA 6B N 8-22,BIODIESEL EXTRA,9149,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,478,PUERTO LIBERTADOR,ESTACION DE SERVICIO DISTRACOM CAÑAVERAL,TEXACO,CALLE 7 CON CARRERA 14,BIODIESEL EXTRA,9610,A,07/08/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS FUNDADORES,ESSO,AVENIDA CALLE 26 SUR No. 68I - 46,GASOLINA CORRIENTE OXIGENADA,9189,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,795,ROBERTO PAYAN,ESTACION DE SERVICIO COMBUSTIBLES LA BONANZA,TEXACO,VEREDA LOMA LINDA,ACPM - DIESEL,8100,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,332,SUTATENZA,ESTACION DE SERVICIO LA ESMERALDA DE SUTATENZA SAS,TERPEL,VEREDA SIGUIQUE,GASOLINA CORRIENTE OXIGENADA,9950,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO TERPEL BELALCAZAR,TERPEL,CARRERA 17B No. 23-31,GASOLINA CORRIENTE OXIGENADA,9210,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,467,CIENAGA DE ORO,ESTACION DE SERVICIO CATANIA,TEXACO,carrera 15 nº 14-1507 sector la x,GASOLINA CORRIENTE OXIGENADA,9550,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,796,SAMANIEGO,ESTACION DE SERVICIO CANAVERAL,BIOMAX,VEREDA TANAMA,GASOLINA CORRIENTE,7560,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,138,SEGOVIA,ESTACION DE SERVICIO EL OASIS,TERPEL,Calle 47 No. 54C-51,GASOLINA EXTRA OXIGENADA,12300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,113,PUERTO BERRIO,SERVISHELL,TERPEL,CALLE 42 No. 6-28 PASO NIVEL,GASOLINA EXTRA OXIGENADA,11990,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,766,EL TAMBO,ESTACION DE SERVICIO SERVICENTRO EL TAMBO,BIOMAX,CALLE 3 No. 2-54 BARRIO EL ROSAL,ACPM - DIESEL,7330,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,546,MOSQUERA,EDS TERPEL LA TORRE,TERPEL,DIAGONAL 3 No.14-40,GASOLINA CORRIENTE OXIGENADA,9380,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,765,EL TABLON DE GOMEZ,ESTACION DE SERVICIO CENTRAL EL TABLON,TEXACO,BARRIO SAN BOSCO,GASOLINA CORRIENTE OXIGENADA,7700,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,751,BARBACOAS,COMBUSTIBLES DEL TELEMBI,BIOMAX,BARRIO PASO GRANDE,GASOLINA CORRIENTE OXIGENADA,7450,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,703,PIVIJAY,EDS EL TRIUNFO,ECOS,CALLE 14 No. 10-04 BARRIO LA BONGA,GASOLINA CORRIENTE OXIGENADA,9510,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,765,EL TABLON DE GOMEZ,ESTACION DE SERVICIO TERPEL LAS MESAS,TERPEL,CORREGIMIENTO LAS MESAS,GASOLINA CORRIENTE OXIGENADA,7450,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,435,VALLEDUPAR,EDS SUPER STATION LIBIA ELENA,PETROMIL,DIAGONAL 21 No. 19D-20 BARRIO LOS CACIQUES,BIODIESEL EXTRA,7640,A,07/27/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,556,PARATEBUENO,ESTACION DE SERVICIO EL BAQUERO,TERPEL,Calle 4 Nº 13 - 07,GASOLINA CORRIENTE OXIGENADA,9890,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,870,MARSELLA,ESTACION DE SERVICIOS COOPERATIVA DE TRANSPORTADORES DE MARSELLA,TERPEL,CALLE 5 No. 11A-48,BIODIESEL EXTRA,9300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,88,GUARNE,ESTACION DE SERVICIO TEXACO VIRGEN DE LA SIERRA,TEXACO,AUTOPISTA MEDELLIN BOGOTA KILOMETRO 16 MAS 800,GASOLINA EXTRA OXIGENADA,12230,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,EDS BOLIVAR,TERPEL,CALLE 41 No. 22-99 ENTRADA AVENIDA LA ROSITA No. 41-35 BARRIO BOLIVAR,GASOLINA EXTRA OXIGENADA,11600,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,683,SAN JUAN DEL CESAR,EDS LAS CAROLINAS,DISCOWACOOP,KILOMETRO 1 VÍA SAN JUAN - ZAMBRANO,GASOLINA CORRIENTE OXIGENADA,6700,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,394,POPAYAN,ESTACION DE SERVICIO COOPROVITEC No 2,TEXACO,CARRERA 9 No. 17 AN-25,GASOLINA EXTRA OXIGENADA,12065,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,659,PITALITO,ESTACION DE SERVICIO SOLARTE PITALITO,BIOMAX,AVENIDA 3 No. 19A-23 SUR,GASOLINA CORRIENTE OXIGENADA,9999,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,135,SANTA ROSA DE OSOS,ESTACION DEL RIO,ZEUSS,AVENIDA 38 No. 27-449,GASOLINA EXTRA OXIGENADA,12320,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO ESTRELLA DE OCCIDENTE,TEXACO,CALLE 58C N 132  79,BIODIESEL EXTRA,9550,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,509,COTA,EDS TERPEL INTEXZONA,TERPEL,VEREDA SIBERIA KM 1 VIA FUNZA,BIODIESEL EXTRA,8818,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,564,RICAURTE,EDS EL DIAMANTE RICAURTE,TEXACO,CALLE 10 NO. 23-10,BIODIESEL EXTRA,9152,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,664,SUAZA,ESTACION DE SERVICIO LAS DELICIAS,TERPEL,CARRERA 8 No. 1A SUR-64,BIODIESEL EXTRA,9170,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,424,SANTANDER DE QUILICHAO,ESTACION DE SERVICIO AUTOMOTRIZ  DICOL OCCIDENTE SANTANDER,PETROMIL,Carrera 13 No.13-16,BIODIESEL EXTRA,9325,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,204,MOMPOS,ESTACION DE SERVICIO GILMAR,TERPEL,CARRERA 2 No. 25-30,BIODIESEL EXTRA,9740,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,OPECOM EDS  LAS DELICIAS,TERPEL,CALLE 44 No. 3-01,GASOLINA CORRIENTE OXIGENADA,9230,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,988,IBAGUE,EDS TERPEL FERROCARRIL,TERPEL,CALLE 25 No. 3-37,GASOLINA EXTRA OXIGENADA,11820,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,66,EL CARMEN DE VIBORAL,ESTACION DE SERVICIO DISTRACOM EL PORTICO,MOBIL,CARRERA 31 No. 44-130,GASOLINA EXTRA OXIGENADA,12440,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TEXACO No 1,TEXACO,Carrera 7 No. 69 -26,GASOLINA CORRIENTE OXIGENADA,9860,A,07/13/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,355,BELALCAZAR,ESTACION DE SERVICIO ACAPULCO BELALCAZAR,BIOMAX,VIA LA VIRGINIA VITERBO KILOMETRO 13,GASOLINA CORRIENTE OXIGENADA,9540,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,353,ANSERMA,ESTACION DE SERVICIO BOMBA LA PRADERA,TERPEL,Cra. 5 No. 25 - 38,GASOLINA CORRIENTE OXIGENADA,9979,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO JARDIN,ZEUSS,Carrera 51 No.73-20 San Pedro,BIODIESEL EXTRA,9385,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,118,RIONEGRO,ESTACION DE SERVICIO CRUCERO DEL OESTE ASOCIADOS SAS,MOBIL,VEREDA EL PONTEZUELA,BIODIESEL EXTRA,9330,A,07/19/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS ESSO PTE ARANDA,MOBIL,AVENIDA CARRERA 50 No. 19-21,GASOLINA EXTRA OXIGENADA,12430,A,07/11/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO MOVIL AV SEXTA CALI,MOBIL,AVENIDA 6 NORTE NO. 24 AN-25,GASOLINA EXTRA OXIGENADA,12840,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,435,VALLEDUPAR,ESTACION NOVALITO,TERPEL,Cra 9  No. 10 - 65,BIODIESEL EXTRA,7645,A,07/25/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO COMBUSTIBLES TENAURA,BIOMAX,VEREDA BUCHELLI DIAGONAL EL INPEC DE TUMACO,GASOLINA CORRIENTE OXIGENADA,7580,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,1007,GUAMO,ESTACION DE SERVICIO TERPEL VILLALINDA,TERPEL,KILOMETRO 2 VIA CHONTADURO,GASOLINA EXTRA OXIGENADA,11670,A,07/30/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,831,LOS PATIOS,ESTACION DE SERVICIO CHAPARRAL,TERPEL,ANILLO VIA ESQUINA BARRIO CHAPARRAL,GASOLINA CORRIENTE OXIGENADA,7414,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,921,LANDAZURI,ESTACION DE SERVICIO JEFTAN,TERPEL,CALLE 7 No. 4-38 LA CADENA,BIODIESEL EXTRA,8900,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIOS YARIMA,TERPEL,DIAGONAL 36A No.34-126 BARRIO YARIMA,GASOLINA CORRIENTE OXIGENADA,9480,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
7,CAQUETA,378,FLORENCIA,ESTACION DE SERVICIO TRANSYARI,PLUS MAS,CARRERA 11 No. 4-15 SUR BARRIO LOS MOLINOS,GASOLINA CORRIENTE OXIGENADA,9880,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,772,IMUES,ESTACION DE SERVICIO SANTA ROSA DE IMUES,TERPEL,Vereda Llano de Flores (Imués),ACPM - DIESEL,7400,A,07/06/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,834,OCAÑA,ESTACION DE SERVICIO MASONIA,TERPEL,CALLE 7 No. 42 - 80,BIODIESEL EXTRA,6570,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,501,CAQUEZA,ESTACION TEXACO RIONEGRO,TEXACO,KILOMETRO 36 VIA BOGOTA - VILLAVICENCIO,GASOLINA CORRIENTE OXIGENADA,9779,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,721,CASTILLA LA NUEVA,EDS ARRAYANA EN SOCIEDAD DE HECHO,TEXACO,KILOMETRO 5 VIA A GUAMAL VEREDA VIOLETA,BIODIESEL EXTRA,7966,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
