CodigoDepartamento,NombreDepartamento,CodigoMunicipio,municipio,nombrecomercial,bandera,direccion,producto,precio,estado,fecharegistro,periodo
1,ANTIOQUIA,78,EL BAGRE,ESTACION DE SERVICIO AUTOMOTRIZ TEXACO PUERTO LOPEZ,PETROMIL,Corregimiento de Puerto López,BIODIESEL EXTRA,9035,A,07/09/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",MOBIL UNO,MOBIL,CALLE 142 No.  9-04,GASOLINA EXTRA OXIGENADA,12900,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,ESTACION DE SERVICIO TEXACO CENTER ARMENIA,TEXACO,CARRERA 19 No. 10-00,GASOLINA EXTRA OXIGENADA,12460,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,640,ALTAMIRA,ESTACION DE SERVICIO AUTOMOTRIZ SUCRE,TERPEL,CARRERA 4 NO. 1 - 05,GASOLINA CORRIENTE OXIGENADA,9880,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,117,RETIRO,ESTACION DE SERVICIO TERPEL PINARES EL RETIRO,TERPEL,CARRERA 20 No. 35-130,GASOLINA EXTRA OXIGENADA,11860,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,PWR SERVICE,BIOMAX,Calle 5 No. 86 A - 08,GASOLINA EXTRA OXIGENADA,12300,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS ESSO INDUSTRIAL BOYACA,MOBIL,CARRERA 71 No. 19-05,BIODIESEL EXTRA,9060,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,761,CHACHAGUI,ESTACION DE SERVICIO PENALIZA,BIOMAX,KILOMETRO 50 VIA PASTO - POPAYAN,ACPM - DIESEL,7950,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,80,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA EXTRA OXIGENADA,12280,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,475,PLANETA RICA,ESTACION DE SERVICIO DISTRACOM SAN ESTEBAN,TEXACO,KILOMETRO 7 VIA PLANETA RICA - MEDELLIN,BIODIESEL EXTRA,8730,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,751,BARBACOAS,E.D.S. FLUVIAL SANTIAGUITO,PETRDECOL,RIVERA DEL RIO TELEMBÍ,BIODIESEL EXTRA,7570,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,52,BELLO,ESTACION DE SERVICIO AUTOMOTRIZ MOBIL A&O,MOBIL,CARRERA 42B No. 21C-10,BIODIESEL EXTRA,8970,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,939,PUERTO PARRA,ESTACION DE SERVICIO AUTOMOTRIZ LA PAZ,TERPEL,TRONCAL LA PAZ INTERSECCION DE PUERTO PARRA,BIODIESEL EXTRA,8620,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,92,ITAGUI,ESTACION DE SERVICIO DISTRACOM LOS NARANJOS,TEXACO,CARRERA 42 No. 54A-35,GASOLINA EXTRA OXIGENADA,12100,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,107,NECOCLI,COMBUSTIBLES DE URABA,PETROMIL,CALLE 50 No. 43-12,GASOLINA CORRIENTE OXIGENADA,10230,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1042,GUADALAJARA DE BUGA,ESTACION DE SERVICIO ESSO LA REYNA,MOBIL,Calle 2 No.8-40,GASOLINA CORRIENTE OXIGENADA,9760,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,46,APARTADO,ESTACION DE SERVICIO RIO GRANDE,TERPEL,KILOMETRO 7 VIA TURBO VEREDA EL OSITO,GASOLINA CORRIENTE OXIGENADA,9740,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,991,AMBALEMA,ESTACION DE SERVICIO DISTRACOM RIVEREÑO,ESSO,CARRERA 6 No. 11-01,BIODIESEL EXTRA,9000,A,07/05/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,862,PEREIRA,ESTACION DE SERVICIOS DE PEREIRA,MOBIL,Avenida 30 de Agosto # 26 - 72,GASOLINA CORRIENTE OXIGENADA,9560,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,779,LEIVA,ESTACION DE SERVICIO EL BOSQUE,TERPEL,Corregimiento Palmar de Leiva,GASOLINA CORRIENTE OXIGENADA,10090,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,480,SAHAGUN,ESTACION DE SERVICIO DISTRACOM VIRGEN DEL CARMEN,TEXACO,VIRGEN DEL CARMEN 5000 METROS CORREGIMIENTO EL CRUCERO,BIODIESEL EXTRA,9493,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,800,SAN PABLO,ESTACION DE SERVICIO EL CHILCAL,TERPEL,Corregimiento El Chilcal,ACPM - DIESEL,7650,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO TERPEL EL ENCIERRO,TERPEL,CARRERA 43A No. 24 - 30,GASOLINA CORRIENTE OXIGENADA,9170,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
23,TOLIMA,988,IBAGUE,ESTACION DUAL CENTRO,TERPEL,CARRERA 1A No. 17-88,GASOLINA CORRIENTE OXIGENADA,9465,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,452,PELAYA,ESTACION DE SERVICIO JD,TERPEL,KILOMETRO 1 TRONCAL ORIENTE,GASOLINA CORRIENTE OXIGENADA,7950,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1065,ROLDANILLO,SERVINORTE,TERPEL,CLL 9 2-02,GASOLINA EXTRA OXIGENADA,12310,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,604,ZIPAQUIRA,LIBERTADOR,MOBIL,CALLE 7 No. 9-75,BIODIESEL EXTRA,9200,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,678,FONSECA,ESTACION DE SERVICIO JG,AYATAWACOOP,DIAGONAL 12 SALIDA A VALLEDUPAR,BIODIESEL EXTRA,6500,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,599,VILLAPINZON,ESTACION DE SERVICO TERPEL SAN ANTONIO,TERPEL,CALLE 2 Sur  No. 1-08,BIODIESEL EXTRA,8822,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO TERPEL LA AMERICA,TERPEL,CALLE 44 No. 86A-55,GASOLINA CORRIENTE OXIGENADA,9560,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
9,CESAR,458,SAN MARTIN,ESTACION DE SERVICIO EL ENCANTO,TERPEL,KM 1 1-2 DEL PEAJE MORRISON MARGEN DERECHO,GASOLINA CORRIENTE OXIGENADA,8200,A,07/22/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,546,MOSQUERA,BRIO PUERTO VALLARTA,BIOMAX,AVENIDA TRONCAL DE OCCIDENTE No. 5-63 E,GASOLINA CORRIENTE OXIGENADA,9360,A,07/29/2019 12:00:00 AM,07/01/2019 12:00:00 AM
13,HUILA,635,NEIVA,ESTACION DE SERVICIO TERPEL LA TERMINAL,TERPEL,CARRERA 7 No. 3A No. 220,GASOLINA CORRIENTE OXIGENADA,9610,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",SERVICENTRO ESSO LA FLORESTA ESTACION DE SERVICIO AUTOMOTRIZ,MOBIL,AVENIDA CARRERA 68 No. 94A-36,GASOLINA EXTRA OXIGENADA,12999,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,802,SANTA BARBARA,GASOLINERA LA ESPERANZA,BIOMAX,RIO ISCUANDE,BIODIESEL EXTRA,7926,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
20,RISARALDA,866,DOSQUEBRADAS,ESTACION DE SERVICIO OTUN,MOBIL,CRA 21 1A 16 EL BALSO,BIODIESEL EXTRA,8840,A,07/31/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,540,LA VEGA,EDS EL PROGRESO,BIOMAX,TRANSVERSAL 3 No. 10-59 BARRIO GAITAN,ACEM - DIESEL ECOLOGICO,9110,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,MALL AUTOS SAS,MOBIL,CARRERA 30 No. 10B - 22,GASOLINA CORRIENTE OXIGENADA,9900,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,475,PLANETA RICA,ESTACION DE SERVICIO PINAR DEL RIO,PETROMIL,KILOMETRO 15 VIA MONTERIA -PLANETA RICA,GASOLINA CORRIENTE OXIGENADA,9720,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,475,PLANETA RICA,ESTACION DE SERVICIO PINAR DEL RIO,PETROMIL,KILOMETRO 15 VIA MONTERIA -PLANETA RICA,BIODIESEL EXTRA,8830,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,73,CONCORDIA,BOMBA TERPEL LA ALBORADA,TERPEL,CARRERA 20A NO.23 22,BIODIESEL EXTRA,9820,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,BIODIESEL EXTRA,9054,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,782,MAGUI,ESTACION DE SERVIICO NUEVA OLA,BIOMAX,VEREDA BOCAS DE MAGUI,ACPM - DIESEL,7600,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,782,MAGUI,ESTACION DE SERVIICO NUEVA OLA,BIOMAX,VEREDA BOCAS DE MAGUI,BIODIESEL EXTRA,7600,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,672,RIOHACHA,ESTACION DE SERVICIO PUENTE BOMBA,AYATAWACOOP,Pelechua (Trocal del Caribe Via Riohacha),GASOLINA CORRIENTE OXIGENADA,7146,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,ESTACION DE SERVICIO COMBUSTIBLES LLANOS DEL ORIENTE,TERPEL,ANILLO VIAL LOTE 4,GASOLINA CORRIENTE OXIGENADA,8397,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,ESTACION DE SERVICIO  EL CENTRO,TERPEL,CARRERA 11 A No. 17-05-15,GASOLINA EXTRA OXIGENADA,11940,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO TERPEL LA MARIA,TERPEL,CARRERA 64C No. 89-112 AUTOPISTA NORTE,GASOLINA CORRIENTE OXIGENADA,9130,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,911,GIRON,SERVICENTRO LA MILAGROSA,MOBIL,Carrera 29 No 34A - 80 El Llanito,BIODIESEL EXTRA,9460,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,599,VILLAPINZON,ESTACION DE SERVICIO VILLA PAULA No 1,TERPEL,CARRERA 1 No. 8-264,GASOLINA EXTRA OXIGENADA,9399,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,717,VILLAVICENCIO,ESTACION DE SERVICIO LIBERTADORES,MOBIL,KILOMETRO 1 VIA A BOGOTA BARRIO NUEVA VIA,BIODIESEL EXTRA,7780,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS LOS ABUELOS,TERPEL,CALLE 170 No. 20 A - 34,GASOLINA CORRIENTE OXIGENADA,9610,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS LOS ABUELOS,TERPEL,CALLE 170 No. 20 A - 34,BIODIESEL EXTRA,9100,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,58,CACERES,ESTACION DE SERVICIO EL LAGO,TERPEL,JARDIN CACERES,BIODIESEL EXTRA,8965,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIO MAYITO SA,TERPEL,CALLE 37 No. 64-03 BARRIO CAMPESTRE,GASOLINA CORRIENTE OXIGENADA,9316,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,159,BARRANQUILLA,OPERACIONES Y SERVICIOS DE COMBUSTIBLES SAS - MASSER SAS,TERPEL,CARRERA 46 NO. 76-05,GASOLINA EXTRA OXIGENADA,11710,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
5,BOYACA,325,SOGAMOSO,ESTACION DE SERVICIO VENCEDORES,BIOMAX,CALLE 11 No. 14-74,GASOLINA EXTRA OXIGENADA,12400,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,680,LA JAGUA DEL PILAR,ESTACION DE SERVICIO MAYAPO,AYATAWACOOP,CARRETERA VIA URUMITA KM 6,ACEM - DIESEL ECOLOGICO,6000,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,ESTACION DE SERVICIO EL PUENTE,TERPEL,CALLE 71 No. 29W - 126 BARRIO PROVINCIA DE SOTO,BIODIESEL EXTRA,8709,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TEJARITO,MOBIL,CALLE 64 No. 113C-30,GASOLINA CORRIENTE OXIGENADA,9410,A,07/31/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1047,CARTAGO,SERVICENTRO ESSO EL MARISCAL,MOBIL,CALLE 1 No. 1E-175,BIODIESEL EXTRA,9313,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,81,FREDONIA,ESTACION DE SERVICIO FREDONIA,TERPEL,Carrera 48 No 50-29,GASOLINA CORRIENTE OXIGENADA,10090,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,876,BUCARAMANGA,SERVISANTANDER SAS  EDS,MOBIL,CALLE 21 No. 17-34,GASOLINA CORRIENTE OXIGENADA,9240,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,672,RIOHACHA,ESTACION DE SERVICIO AUTOMOTRIZ EBANAL,AYATAWACOOP,El Ebanal - Corregimiento Tigrera,BIODIESEL EXTRA,6435,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO MOBIL CALLE 170,MOBIL,CARRERA 55A No. 169A-39,GASOLINA EXTRA OXIGENADA,12857,A,07/04/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,768,GUACHUCAL,ESTACION DE SERVICIO SAN DIEGO GUACHUCAL,BIOMAX,KM. 5  Salida a Ipiales,BIODIESEL EXTRA,7320,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,768,GUACHUCAL,ESTACION DE SERVICIO SAN DIEGO GUACHUCAL,BIOMAX,KM. 5  Salida a Ipiales,GASOLINA CORRIENTE OXIGENADA,7440,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
12,CHOCO,619,ISTMINA,SERVITECA EL BUEN TRATO,BIOMAX,BARRIO CUBIS SECTOR LA 70,BIODIESEL EXTRA,8900,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,882,BARRANCABERMEJA,ESTACION DE SERVICIO BARRANCABERMEJA,TERPEL,CALLE 51 No. 1-01,GASOLINA CORRIENTE OXIGENADA,9230,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO CALLE 153,MOBIL,AVENIDA CARRERA 7 No. 153A-31,BIODIESEL EXTRA,9218,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO JUANBE CENTRO MUNDIAL DE LLANTAS JUANBE SUCURSAL SAN DIEGO,TEXACO,Calle 37 No. 44-11,BIODIESEL EXTRA,9920,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
2,ATLANTICO,178,SOLEDAD,SS LOS MANGOS,PETROMIL,CALLE 18 No. 37 A 4 - 20,GASOLINA CORRIENTE OXIGENADA,11000,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TERPEL CRUZ ROJA,TERPEL,AVENIDA CARRERA 68 No. 68B-31,BIODIESEL EXTRA,8760,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
19,QUINDIO,850,ARMENIA,ESTACION DE SERVICIO LOS FUNDADORES,MOBIL,CALLE 35 ENTRE CARRERAS 18 Y 19,GASOLINA CORRIENTE OXIGENADA,9590,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIOS SANTANDER 19,ESSO,CALLE 20 SUR No. 29C-83,BIODIESEL EXTRA,9060,A,07/17/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,509,COTA,ESTACION DE SERVICIO DISTRACOM ALLEGRO,BIOMAX,VDA ROZO KM 6 VIA SIBERA -COTA,GASOLINA CORRIENTE OXIGENADA,9220,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,403,CORINTO,ESTACION DE SERVICIO EL JAGUAL,PETROMIL,VEREDA EL JAGUAL,BIODIESEL EXTRA,9435,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,486,TIERRALTA,ESTACION DE SERVICIO TIERRALTA,PETROMIL,CARRERA 3 N. 9A - 13,GASOLINA EXTRA OXIGENADA,12250,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,746,PASTO,SERVICENTRO EL POTRERILLO,TERPEL,CALLE 15 No. 7B-20 PROGRESO,GASOLINA CORRIENTE OXIGENADA,7378,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,183,CARTAGENA DE INDIAS,ESTACION DE SERVICIO TERPEL EL BOSQUE,TERPEL,EL BOSQUE CARRETERA PRINCIPAL LOTE 2,GASOLINA CORRIENTE OXIGENADA,9390,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
21,SANTANDER,945,SAN GIL,ESTACION DE SERVICIO HOC SRA E HIJOS,TERPEL,Avenida Santander No 20-60,GASOLINA EXTRA OXIGENADA,11920,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,779,LEIVA,ESTACIÓN DE SERVICIO SAN ISIDRO DE SACHAMATES,TERPEL,VEREDA DE SACHAMATES,ACPM - DIESEL,8000,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,402,CALOTO,ESTACION DE SERVICIO EL TIERRERO,TERPEL,VEREDA TIERRERO,BIODIESEL EXTRA,9220,A,07/11/2019 12:00:00 AM,07/01/2019 12:00:00 AM
4,BOLIVAR,190,CALAMAR,ESTACION DE SERVICIOS NUESTRA SENORA DEL CARMEN,ZEUSS,CALLE 42 CARRERA 3-20,GASOLINA CORRIENTE OXIGENADA,8692,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,356,CHINCHINA,EDS AVENIDA CHINCHINA,TERPEL,CARRERA 4 CALLE 13 ESQUINA,GASOLINA EXTRA OXIGENADA,11950,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS BIOMAX TINTAL,BIOMAX,AVENIDA CALLE 54 SUR No 89A-55,BIODIESEL EXTRA,8860,A,07/24/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,366,PACORA,ESTACION DE SERVICIO BOMBA EL CARMEN,TERPEL,Carrera 4 No. 12-60,BIODIESEL EXTRA,9500,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO RIO PITAL DE LA COSTA,PETROMIL,VEREDA PITAL DE LA COSTA,GASOLINA CORRIENTE OXIGENADA,7900,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,807,SAN ANDRES DE TUMACO,ESTACION DE SERVICIO COMERCIALIZADORA SAN JUAN,TEXACO,SAN JUAN,BIODIESEL EXTRA,7900,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
22,SUCRE,967,COROZAL,SUPER ESTACION PETROMIL LA TRONCAL No 1,PETROMIL,CALLE 40 No. 32 - 54 BARRIO LAS FLORES,GASOLINA CORRIENTE OXIGENADA,9570,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,92,ITAGUI,ESTACION DE SERVICIO EL VENADO ITAGUI,ZEUSS,CARRERA 43 No. 50-69,BIODIESEL EXTRA,9060,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
16,META,737,PUERTO LOPEZ,ESTACION DE SERVICIO DISTRACOM LOS CAZADORES,BIOMAX,CALLE 6 No. 14-76,BIODIESEL EXTRA,8980,A,07/06/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,470,LORICA,ESTACION DE SERVICIO DISTRACOM SANTA CRUZ,TEXACO,CARRERA 21 A No. 17 B - 74 BARRIO ALTO KENNEDY,GASOLINA CORRIENTE OXIGENADA,9750,A,07/03/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",EDS TERPEL PASEO DE LA 15,TERPEL,AVENIDA 15 No.  103-71,GASOLINA EXTRA OXIGENADA,12080,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO AUTOMOTRIZ LAS ORQUIDEAS,PETROBRAS,CALLE 64 N° 113 A 95,GASOLINA CORRIENTE OXIGENADA,9400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,52,BELLO,EDS ESTRELLA RENACIMIENTO,TEXACO,CARRERA 50 No. 35 - 96,GASOLINA CORRIENTE OXIGENADA,9860,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
3,BOGOTA D.C.,182,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL VILLA ALZACIA,TERPEL,CALLE 12 B No. 71 D - 81,GASOLINA CORRIENTE OXIGENADA,9160,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,EDS EL CANEY SAS,TERPEL,CARRERA 83C No. 25-15,GASOLINA EXTRA OXIGENADA,12800,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
14,LA GUAJIRA,685,URUMITA,ESTACION DE SERVICIO SANTA CRUZ,AYATAWACOOP,CARRERA 1 No. 11-15 CARRETERA NACIONAL,BIODIESEL EXTRA,6270,A,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM
11,CUNDINAMARCA,504,CHIA,MOBIL LA CARO ESTACION DE GASOLINA,MOBIL,AUTOPISTA NORTE KILOMETRO 21 COSTADO ORIENTAL,GASOLINA CORRIENTE OXIGENADA,9720,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
24,VALLE DEL CAUCA,1035,CALI,ESTACION DE SERVICIO COMBUSCOL SAN FRANCISCO,MOBIL,CARRERA 8 No. 44B-106,GASOLINA CORRIENTE OXIGENADA,9659,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
8,CAUCA,401,CALDONO,SERVIAUTOS PESCADOR,BIOMAX,VEREDA EL PESCADOR,GASOLINA CORRIENTE OXIGENADA,9999,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,136,SANTO DOMINGO,GASOLINERA SOFIA,TERPEL,VEREDA LA ESPERANZA  PARAJE SOFIA,BIODIESEL EXTRA,9400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,464,CERETE,ESTACION DE SERVICIO AUTOMOTRIZ BUENOS AIRES CERETE,PETROMIL,CARRERA 7 No.22-66,GASOLINA EXTRA OXIGENADA,11710,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
18,NORTE DE SANTANDER,834,OCAÑA,ESTACION DE SERVICIO SAN CAYETANO,COOMULPINORT,Cra 9  No. 12-418 Salida a Cúcuta,BIODIESEL EXTRA,6650,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
1,ANTIOQUIA,34,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 45,TERPEL,CARRERA 45 No. 66-10,BIODIESEL EXTRA,9170,A,07/15/2019 12:00:00 AM,07/01/2019 12:00:00 AM
6,CALDAS,358,LA DORADA,ESTACION DE SERVICIO EL TRIANGULO,PLUS MAS,CARRERA 2 CALLE 39,GASOLINA CORRIENTE OXIGENADA,9414,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,750,ARBOLEDA,ESTACION DE SERVICIO EL EMPATE,TERPEL,Vereda El Empate,BIODIESEL EXTRA,7460,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
10,CORDOBA,460,MONTERIA,ESTACION RIO SINU,MOBIL,CARRERA 6 No. 56-11,BIODIESEL EXTRA,9560,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
17,NARIÑO,808,TUQUERRES,ESTACION DE SERVICIO SERVICENTRO SANTANDER,TERPEL,VEREDA MANZANO KM 3 VIA TUMACO,GASOLINA CORRIENTE OXIGENADA,7670,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ARCAS 22,TERPEL,CARRERA 12 NO 22-20,GASOLINA CORRIENTE OXIGENADA,9400,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
15,MAGDALENA,687,SANTA MARTA,ARCAS 22,TERPEL,CARRERA 12 NO 22-20,GASOLINA EXTRA OXIGENADA,12620,A,07/02/2019 12:00:00 AM,07/01/2019 12:00:00 AM
